,gene_id,organism,plate_location,address,target,target_plate
0,BBF10K_000097,Mycoplasma_syn3,glycerol-plate_1,G6,0.0,Mycoplasma_syn3_0
1,BBF10K_000258,Mycoplasma_syn3,glycerol-plate_1,A10,1.0,Mycoplasma_syn3_0
2,BBF10K_000272,Mycoplasma_syn3,glycerol-plate_1,A4,2.0,Mycoplasma_syn3_0
3,BBF10K_000351,Mycoplasma_syn3,glycerol-plate_1,F12,3.0,Mycoplasma_syn3_0
4,BBF10K_000160,Mycoplasma_syn3,glycerol-plate_1,G3,4.0,Mycoplasma_syn3_0
5,BBF10K_000156,Mycoplasma_syn3,glycerol-plate_1,F11,5.0,Mycoplasma_syn3_0
6,BBF10K_000125,Mycoplasma_syn3,glycerol-plate_1,G12,6.0,Mycoplasma_syn3_0
7,BBF10K_000263,Mycoplasma_syn3,glycerol-plate_1,E2,7.0,Mycoplasma_syn3_0
8,BBF10K_000275,Mycoplasma_syn3,glycerol-plate_1,B3,8.0,Mycoplasma_syn3_0
9,BBF10K_000362,Mycoplasma_syn3,glycerol-plate_1,B12,9.0,Mycoplasma_syn3_0
10,BBF10K_000144,Mycoplasma_syn3,glycerol-plate_1,C1,10.0,Mycoplasma_syn3_0
11,BBF10K_000143,Mycoplasma_syn3,glycerol-plate_1,C2,11.0,Mycoplasma_syn3_0
12,BBF10K_000169,Mycoplasma_syn3,glycerol-plate_1,H1,12.0,Mycoplasma_syn3_0
13,BBF10K_000306,Mycoplasma_syn3,glycerol-plate_1,B4,13.0,Mycoplasma_syn3_0
14,BBF10K_000152,Mycoplasma_syn3,glycerol-plate_1,C3,14.0,Mycoplasma_syn3_0
15,BBF10K_000267,Mycoplasma_syn3,glycerol-plate_1,H7,15.0,Mycoplasma_syn3_0
16,BBF10K_000159,Mycoplasma_syn3,glycerol-plate_1,A11,16.0,Mycoplasma_syn3_0
17,BBF10K_000324,Mycoplasma_syn3,glycerol-plate_1,E12,17.0,Mycoplasma_syn3_0
18,BBF10K_000281,Mycoplasma_syn3,glycerol-plate_1,A6,18.0,Mycoplasma_syn3_0
19,BBF10K_000332,Mycoplasma_syn3,glycerol-plate_1,D10,19.0,Mycoplasma_syn3_0
20,BBF10K_000145,Mycoplasma_syn3,glycerol-plate_1,H11,20.0,Mycoplasma_syn3_0
21,BBF10K_000297,Mycoplasma_syn3,glycerol-plate_1,B7,21.0,Mycoplasma_syn3_0
22,BBF10K_000257,Mycoplasma_syn3,glycerol-plate_1,G11,22.0,Mycoplasma_syn3_0
23,BBF10K_000327,Mycoplasma_syn3,glycerol-plate_1,H12,23.0,Mycoplasma_syn3_0
24,BBF10K_000194,Mycoplasma_syn3,glycerol-plate_1,C8,24.0,Mycoplasma_syn3_0
25,BBF10K_000361,Mycoplasma_syn3,glycerol-plate_1,G4,25.0,Mycoplasma_syn3_0
26,BBF10K_000328,Mycoplasma_syn3,glycerol-plate_1,G7,26.0,Mycoplasma_syn3_0
27,BBF10K_000049,Mycoplasma_syn3,glycerol-plate_1,H3,27.0,Mycoplasma_syn3_0
28,BBF10K_000301,Mycoplasma_syn3,glycerol-plate_1,F3,28.0,Mycoplasma_syn3_0
29,BBF10K_000061,Mycoplasma_syn3,glycerol-plate_1,G9,29.0,Mycoplasma_syn3_0
30,BBF10K_000305,Mycoplasma_syn3,glycerol-plate_1,C6,30.0,Mycoplasma_syn3_0
31,BBF10K_000383,Mycoplasma_syn3,glycerol-plate_1,H4,31.0,Mycoplasma_syn3_0
32,BBF10K_000307,Mycoplasma_syn3,glycerol-plate_1,D11,32.0,Mycoplasma_syn3_0
33,BBF10K_000170,Mycoplasma_syn3,glycerol-plate_1,C5,33.0,Mycoplasma_syn3_0
34,BBF10K_000255,Mycoplasma_syn3,glycerol-plate_1,D9,34.0,Mycoplasma_syn3_0
35,BBF10K_000345,Mycoplasma_syn3,glycerol-plate_1,C10,35.0,Mycoplasma_syn3_0
36,BBF10K_000240,Mycoplasma_syn3,glycerol-plate_1,H2,36.0,Mycoplasma_syn3_0
37,BBF10K_000276,Mycoplasma_syn3,glycerol-plate_1,H6,37.0,Mycoplasma_syn3_0
38,BBF10K_000371,Mycoplasma_syn3,glycerol-plate_1,A8,38.0,Mycoplasma_syn3_0
39,BBF10K_000082,Mycoplasma_syn3,glycerol-plate_1,D4,39.0,Mycoplasma_syn3_0
40,BBF10K_000168,Mycoplasma_syn3,glycerol-plate_1,E1,40.0,Mycoplasma_syn3_0
41,BBF10K_000347,Mycoplasma_syn3,glycerol-plate_1,C9,41.0,Mycoplasma_syn3_0
42,BBF10K_000389,Mycoplasma_syn3,glycerol-plate_1,D8,42.0,Mycoplasma_syn3_0
43,BBF10K_000129,Mycoplasma_syn3,glycerol-plate_1,C7,43.0,Mycoplasma_syn3_0
44,BBF10K_000095,Mycoplasma_syn3,glycerol-plate_1,D2,44.0,Mycoplasma_syn3_0
45,BBF10K_000308,Mycoplasma_syn3,glycerol-plate_1,B6,45.0,Mycoplasma_syn3_0
46,BBF10K_000184,Mycoplasma_syn3,glycerol-plate_1,G2,46.0,Mycoplasma_syn3_0
47,BBF10K_000023,Mycoplasma_syn3,glycerol-plate_1,H8,47.0,Mycoplasma_syn3_0
48,BBF10K_000007,Mycoplasma_syn3,glycerol-plate_1,E6,48.0,Mycoplasma_syn3_0
49,BBF10K_000349,Mycoplasma_syn3,glycerol-plate_1,C4,49.0,Mycoplasma_syn3_0
50,BBF10K_000185,Mycoplasma_syn3,glycerol-plate_1,E11,50.0,Mycoplasma_syn3_0
51,BBF10K_000337,Mycoplasma_syn3,glycerol-plate_1,B10,51.0,Mycoplasma_syn3_0
52,BBF10K_000365,Mycoplasma_syn3,glycerol-plate_1,E9,52.0,Mycoplasma_syn3_0
53,BBF10K_000205,Mycoplasma_syn3,glycerol-plate_1,B9,53.0,Mycoplasma_syn3_0
54,BBF10K_000004,Mycoplasma_syn3,glycerol-plate_1,A3,54.0,Mycoplasma_syn3_0
55,BBF10K_000400,Mycoplasma_syn3,glycerol-plate_1,B2,55.0,Mycoplasma_syn3_0
56,BBF10K_000431,Mycoplasma_syn3,glycerol-plate_10,B2,56.0,Mycoplasma_syn3_0
57,BBF10K_000182,Mycoplasma_syn3,glycerol-plate_10,D7,57.0,Mycoplasma_syn3_0
58,BBF10K_002220,Mycoplasma_genitalium,glycerol-plate_11,E1,0.0,Mycoplasma_genitalium_0
59,BBF10K_001249,Mesoplasma_florum,glycerol-plate_11,G1,0.0,Mesoplasma_florum_0
60,BBF10K_002476,Mycoplasma_pneumonia,glycerol-plate_11,H3,0.0,Mycoplasma_pneumonia_0
61,BBF10K_002186,Mycoplasma_genitalium,glycerol-plate_11,A1,1.0,Mycoplasma_genitalium_0
62,BBF10K_001416,Mesoplasma_florum,glycerol-plate_12,F2,1.0,Mesoplasma_florum_0
63,BBF10K_003028,Mycoplasma_pneumonia,glycerol-plate_12,F12,1.0,Mycoplasma_pneumonia_0
64,BBF10K_002937,Mycoplasma_pneumonia,glycerol-plate_12,B12,2.0,Mycoplasma_pneumonia_0
65,BBF10K_001872,Mesoplasma_florum,glycerol-plate_12,A5,2.0,Mesoplasma_florum_0
66,BBF10K_002582,Mycoplasma_pneumonia,glycerol-plate_12,C10,3.0,Mycoplasma_pneumonia_0
67,BBF10K_002499,Mycoplasma_pneumonia,glycerol-plate_12,F9,4.0,Mycoplasma_pneumonia_0
68,BBF10K_001627,Mesoplasma_florum,glycerol-plate_12,C4,3.0,Mesoplasma_florum_0
69,BBF10K_002605,Mycoplasma_pneumonia,glycerol-plate_12,E10,5.0,Mycoplasma_pneumonia_0
70,BBF10K_003009,Mycoplasma_pneumonia,glycerol-plate_12,D12,6.0,Mycoplasma_pneumonia_0
71,BBF10K_002557,Mycoplasma_pneumonia,glycerol-plate_12,B10,7.0,Mycoplasma_pneumonia_0
72,BBF10K_002290,Mycoplasma_genitalium,glycerol-plate_12,H7,2.0,Mycoplasma_genitalium_0
73,BBF10K_001922,Mycoplasma_genitalium,glycerol-plate_12,F1,3.0,Mycoplasma_genitalium_0
74,BBF10K_002305,Mycoplasma_genitalium,glycerol-plate_12,B8,4.0,Mycoplasma_genitalium_0
75,BBF10K_001616,Mesoplasma_florum,glycerol-plate_12,A4,4.0,Mesoplasma_florum_0
76,BBF10K_002080,Mycoplasma_genitalium,glycerol-plate_12,F6,5.0,Mycoplasma_genitalium_0
77,BBF10K_002038,Mycoplasma_genitalium,glycerol-plate_12,D6,6.0,Mycoplasma_genitalium_0
78,BBF10K_003070,Mycoplasma_pneumonia,glycerol-plate_12,A1,8.0,Mycoplasma_pneumonia_0
79,BBF10K_001757,Mesoplasma_florum,glycerol-plate_12,F4,5.0,Mesoplasma_florum_0
80,BBF10K_001742,Mesoplasma_florum,glycerol-plate_12,C1,6.0,Mesoplasma_florum_0
81,BBF10K_001889,Mesoplasma_florum,glycerol-plate_12,B5,7.0,Mesoplasma_florum_0
82,BBF10K_002754,Mycoplasma_pneumonia,glycerol-plate_12,C11,9.0,Mycoplasma_pneumonia_0
83,BBF10K_002786,Mycoplasma_pneumonia,glycerol-plate_12,E11,10.0,Mycoplasma_pneumonia_0
84,BBF10K_003093,Mycoplasma_pneumonia,glycerol-plate_12,H12,11.0,Mycoplasma_pneumonia_0
85,BBF10K_001864,Mesoplasma_florum,glycerol-plate_12,H4,8.0,Mesoplasma_florum_0
86,BBF10K_001297,Mesoplasma_florum,glycerol-plate_12,A2,9.0,Mesoplasma_florum_0
87,BBF10K_001516,Mesoplasma_florum,glycerol-plate_12,C3,10.0,Mesoplasma_florum_0
88,BBF10K_001626,Mesoplasma_florum,glycerol-plate_12,B4,11.0,Mesoplasma_florum_0
89,BBF10K_001608,Mesoplasma_florum,glycerol-plate_12,G3,12.0,Mesoplasma_florum_0
90,BBF10K_003015,Mycoplasma_pneumonia,glycerol-plate_12,E12,12.0,Mycoplasma_pneumonia_0
91,BBF10K_002548,Mycoplasma_pneumonia,glycerol-plate_12,A10,13.0,Mycoplasma_pneumonia_0
92,BBF10K_001572,Mesoplasma_florum,glycerol-plate_12,E3,13.0,Mesoplasma_florum_0
93,BBF10K_001299,Mesoplasma_florum,glycerol-plate_12,B1,14.0,Mesoplasma_florum_0
94,BBF10K_002993,Mycoplasma_pneumonia,glycerol-plate_12,E4,14.0,Mycoplasma_pneumonia_0
95,BBF10K_001818,Mesoplasma_florum,glycerol-plate_12,E1,15.0,Mesoplasma_florum_0
96,BBF10K_002653,Mycoplasma_pneumonia,glycerol-plate_12,F10,15.0,Mycoplasma_pneumonia_0
97,BBF10K_002827,Mycoplasma_pneumonia,glycerol-plate_12,H9,16.0,Mycoplasma_pneumonia_0
98,BBF10K_003086,Mycoplasma_pneumonia,glycerol-plate_12,G12,17.0,Mycoplasma_pneumonia_0
99,BBF10K_001386,Mesoplasma_florum,glycerol-plate_12,D2,16.0,Mesoplasma_florum_0
100,BBF10K_002906,Mycoplasma_pneumonia,glycerol-plate_12,A12,18.0,Mycoplasma_pneumonia_0
101,BBF10K_002526,Mycoplasma_pneumonia,glycerol-plate_12,G9,19.0,Mycoplasma_pneumonia_0
102,BBF10K_001983,Mycoplasma_genitalium,glycerol-plate_12,G5,7.0,Mycoplasma_genitalium_0
103,BBF10K_002347,Mycoplasma_genitalium,glycerol-plate_12,E8,8.0,Mycoplasma_genitalium_0
104,BBF10K_002491,Mycoplasma_pneumonia,glycerol-plate_12,E9,20.0,Mycoplasma_pneumonia_0
105,BBF10K_001962,Mycoplasma_genitalium,glycerol-plate_12,F5,9.0,Mycoplasma_genitalium_0
106,BBF10K_002426,Mycoplasma_genitalium,glycerol-plate_12,A9,10.0,Mycoplasma_genitalium_0
107,BBF10K_002105,Mycoplasma_genitalium,glycerol-plate_12,H6,11.0,Mycoplasma_genitalium_0
108,BBF10K_002029,Mycoplasma_genitalium,glycerol-plate_12,C6,12.0,Mycoplasma_genitalium_0
109,BBF10K_002362,Mycoplasma_genitalium,glycerol-plate_12,F8,13.0,Mycoplasma_genitalium_0
110,BBF10K_002752,Mycoplasma_pneumonia,glycerol-plate_12,B11,21.0,Mycoplasma_pneumonia_0
111,BBF10K_002338,Mycoplasma_genitalium,glycerol-plate_12,C8,14.0,Mycoplasma_genitalium_0
112,BBF10K_002148,Mycoplasma_genitalium,glycerol-plate_12,D7,15.0,Mycoplasma_genitalium_0
113,BBF10K_002156,Mycoplasma_genitalium,glycerol-plate_12,E7,16.0,Mycoplasma_genitalium_0
114,BBF10K_002990,Mycoplasma_pneumonia,glycerol-plate_12,D4,22.0,Mycoplasma_pneumonia_0
115,BBF10K_002847,Mycoplasma_pneumonia,glycerol-plate_12,F11,23.0,Mycoplasma_pneumonia_0
116,BBF10K_001923,Mycoplasma_genitalium,glycerol-plate_12,D5,17.0,Mycoplasma_genitalium_0
117,BBF10K_001921,Mycoplasma_genitalium,glycerol-plate_12,C5,18.0,Mycoplasma_genitalium_0
118,BBF10K_002270,Mycoplasma_genitalium,glycerol-plate_12,G7,19.0,Mycoplasma_genitalium_0
119,BBF10K_002939,Mycoplasma_pneumonia,glycerol-plate_12,C12,24.0,Mycoplasma_pneumonia_0
120,BBF10K_002603,Mycoplasma_pneumonia,glycerol-plate_12,H1,25.0,Mycoplasma_pneumonia_0
121,BBF10K_001939,Mycoplasma_genitalium,glycerol-plate_12,E5,20.0,Mycoplasma_genitalium_0
122,BBF10K_001789,Mesoplasma_florum,glycerol-plate_12,D1,17.0,Mesoplasma_florum_0
123,BBF10K_002097,Mycoplasma_genitalium,glycerol-plate_12,G6,21.0,Mycoplasma_genitalium_0
124,BBF10K_003039,Mycoplasma_pneumonia,glycerol-plate_13,E6,26.0,Mycoplasma_pneumonia_0
125,BBF10K_002143,Mycoplasma_genitalium,glycerol-plate_13,E9,22.0,Mycoplasma_genitalium_0
126,BBF10K_002466,Mycoplasma_pneumonia,glycerol-plate_13,G10,27.0,Mycoplasma_pneumonia_0
127,BBF10K_001966,Mycoplasma_genitalium,glycerol-plate_13,H1,23.0,Mycoplasma_genitalium_0
128,BBF10K_002733,Mycoplasma_pneumonia,glycerol-plate_13,G11,28.0,Mycoplasma_pneumonia_0
129,BBF10K_001047,Escherichia_coli,glycerol-plate_13,D3,0.0,Escherichia_coli_0
130,BBF10K_001676,Mesoplasma_florum,glycerol-plate_13,F7,18.0,Mesoplasma_florum_0
131,BBF10K_002458,Mycoplasma_pneumonia,glycerol-plate_13,E10,29.0,Mycoplasma_pneumonia_0
132,BBF10K_002926,Mycoplasma_pneumonia,glycerol-plate_13,F12,30.0,Mycoplasma_pneumonia_0
133,BBF10K_001171,Escherichia_coli,glycerol-plate_13,F4,1.0,Escherichia_coli_0
134,BBF10K_002845,Mycoplasma_pneumonia,glycerol-plate_13,B12,31.0,Mycoplasma_pneumonia_0
135,BBF10K_001634,Mesoplasma_florum,glycerol-plate_13,D7,19.0,Mesoplasma_florum_0
136,BBF10K_001600,Mesoplasma_florum,glycerol-plate_13,C7,20.0,Mesoplasma_florum_0
137,BBF10K_001368,Mesoplasma_florum,glycerol-plate_13,D5,21.0,Mesoplasma_florum_0
138,BBF10K_002611,Mycoplasma_pneumonia,glycerol-plate_13,B11,32.0,Mycoplasma_pneumonia_0
139,BBF10K_002986,Mycoplasma_pneumonia,glycerol-plate_13,G12,33.0,Mycoplasma_pneumonia_0
140,BBF10K_002081,Mycoplasma_genitalium,glycerol-plate_13,C9,24.0,Mycoplasma_genitalium_0
141,BBF10K_002670,Mycoplasma_pneumonia,glycerol-plate_13,D11,34.0,Mycoplasma_pneumonia_0
142,BBF10K_000976,Bacillus_subtilis,glycerol-plate_13,H2,0.0,Bacillus_subtilis_0
143,BBF10K_002115,Mycoplasma_genitalium,glycerol-plate_13,D9,25.0,Mycoplasma_genitalium_0
144,BBF10K_002169,Mycoplasma_genitalium,glycerol-plate_13,F9,26.0,Mycoplasma_genitalium_0
145,BBF10K_000782,Bacillus_subtilis,glycerol-plate_13,A1,1.0,Bacillus_subtilis_0
146,BBF10K_002428,Mycoplasma_pneumonia,glycerol-plate_13,D10,35.0,Mycoplasma_pneumonia_0
147,BBF10K_002720,Mycoplasma_pneumonia,glycerol-plate_13,F11,36.0,Mycoplasma_pneumonia_0
148,BBF10K_001345,Mesoplasma_florum,glycerol-plate_13,C5,22.0,Mesoplasma_florum_0
149,BBF10K_001411,Mesoplasma_florum,glycerol-plate_13,E5,23.0,Mesoplasma_florum_0
150,BBF10K_001432,Mesoplasma_florum,glycerol-plate_13,H5,24.0,Mesoplasma_florum_0
151,BBF10K_002953,Mycoplasma_pneumonia,glycerol-plate_13,C2,37.0,Mycoplasma_pneumonia_0
152,BBF10K_001182,Escherichia_coli,glycerol-plate_13,F1,2.0,Escherichia_coli_0
153,BBF10K_002712,Mycoplasma_pneumonia,glycerol-plate_13,E11,38.0,Mycoplasma_pneumonia_0
154,BBF10K_001149,Escherichia_coli,glycerol-plate_13,D4,3.0,Escherichia_coli_0
155,BBF10K_001284,Mesoplasma_florum,glycerol-plate_13,A5,25.0,Mesoplasma_florum_0
156,BBF10K_000911,Bacillus_subtilis,glycerol-plate_13,F2,2.0,Bacillus_subtilis_0
157,BBF10K_001592,Mesoplasma_florum,glycerol-plate_13,B7,26.0,Mesoplasma_florum_0
158,BBF10K_001008,Bacillus_subtilis,glycerol-plate_13,B3,3.0,Bacillus_subtilis_0
159,BBF10K_001503,Mesoplasma_florum,glycerol-plate_13,F6,27.0,Mesoplasma_florum_0
160,BBF10K_002390,Mycoplasma_genitalium,glycerol-plate_13,C10,27.0,Mycoplasma_genitalium_0
161,BBF10K_002459,Mycoplasma_pneumonia,glycerol-plate_13,F10,39.0,Mycoplasma_pneumonia_0
162,BBF10K_001783,Mesoplasma_florum,glycerol-plate_13,C8,28.0,Mesoplasma_florum_0
163,BBF10K_001084,Escherichia_coli,glycerol-plate_13,H3,4.0,Escherichia_coli_0
164,BBF10K_002285,Mycoplasma_genitalium,glycerol-plate_13,A10,28.0,Mycoplasma_genitalium_0
165,BBF10K_001466,Mesoplasma_florum,glycerol-plate_13,D6,29.0,Mesoplasma_florum_0
166,BBF10K_001875,Mesoplasma_florum,glycerol-plate_13,F8,30.0,Mesoplasma_florum_0
167,BBF10K_001110,Escherichia_coli,glycerol-plate_13,E1,5.0,Escherichia_coli_0
168,BBF10K_000981,Bacillus_subtilis,glycerol-plate_13,A3,4.0,Bacillus_subtilis_0
169,BBF10K_002327,Mycoplasma_genitalium,glycerol-plate_13,B10,29.0,Mycoplasma_genitalium_0
170,BBF10K_001782,Mesoplasma_florum,glycerol-plate_13,B8,31.0,Mesoplasma_florum_0
171,BBF10K_001911,Mesoplasma_florum,glycerol-plate_13,H8,32.0,Mesoplasma_florum_0
172,BBF10K_001437,Mesoplasma_florum,glycerol-plate_13,A6,33.0,Mesoplasma_florum_0
173,BBF10K_001079,Escherichia_coli,glycerol-plate_13,G3,6.0,Escherichia_coli_0
174,BBF10K_002900,Mycoplasma_pneumonia,glycerol-plate_13,D12,40.0,Mycoplasma_pneumonia_0
175,BBF10K_001413,Mesoplasma_florum,glycerol-plate_13,F5,34.0,Mesoplasma_florum_0
176,BBF10K_001189,Escherichia_coli,glycerol-plate_13,G4,7.0,Escherichia_coli_0
177,BBF10K_001827,Mesoplasma_florum,glycerol-plate_13,E8,35.0,Mesoplasma_florum_0
178,BBF10K_001641,Mesoplasma_florum,glycerol-plate_13,G5,36.0,Mesoplasma_florum_0
179,BBF10K_002914,Mycoplasma_pneumonia,glycerol-plate_13,E12,41.0,Mycoplasma_pneumonia_0
180,BBF10K_002813,Mycoplasma_pneumonia,glycerol-plate_13,A12,42.0,Mycoplasma_pneumonia_0
181,BBF10K_002639,Mycoplasma_pneumonia,glycerol-plate_13,C11,43.0,Mycoplasma_pneumonia_0
182,BBF10K_001522,Mesoplasma_florum,glycerol-plate_13,H6,37.0,Mesoplasma_florum_0
183,BBF10K_000966,Bacillus_subtilis,glycerol-plate_13,G2,5.0,Bacillus_subtilis_0
184,BBF10K_003020,Mycoplasma_pneumonia,glycerol-plate_13,D2,44.0,Mycoplasma_pneumonia_0
185,BBF10K_002246,Mycoplasma_genitalium,glycerol-plate_13,A2,30.0,Mycoplasma_genitalium_0
186,BBF10K_002777,Mycoplasma_pneumonia,glycerol-plate_14,E12,45.0,Mycoplasma_pneumonia_0
187,BBF10K_001800,Mesoplasma_florum,glycerol-plate_14,H10,38.0,Mesoplasma_florum_0
188,BBF10K_001282,Mesoplasma_florum,glycerol-plate_14,A10,39.0,Mesoplasma_florum_0
189,BBF10K_002046,Mycoplasma_genitalium,glycerol-plate_14,B11,31.0,Mycoplasma_genitalium_0
190,BBF10K_002189,Mycoplasma_genitalium,glycerol-plate_14,D11,32.0,Mycoplasma_genitalium_0
191,BBF10K_001778,Mesoplasma_florum,glycerol-plate_14,G10,40.0,Mesoplasma_florum_0
192,BBF10K_002522,Mycoplasma_pneumonia,glycerol-plate_14,A12,46.0,Mycoplasma_pneumonia_0
193,BBF10K_002555,Mycoplasma_pneumonia,glycerol-plate_14,B12,47.0,Mycoplasma_pneumonia_0
194,BBF10K_003069,Mycoplasma_pneumonia,glycerol-plate_14,G12,48.0,Mycoplasma_pneumonia_0
195,BBF10K_001651,Mesoplasma_florum,glycerol-plate_14,C10,41.0,Mesoplasma_florum_0
196,BBF10K_001755,Mesoplasma_florum,glycerol-plate_14,E10,42.0,Mesoplasma_florum_0
197,BBF10K_000968,Bacillus_subtilis,glycerol-plate_14,B5,6.0,Bacillus_subtilis_0
198,BBF10K_001148,Escherichia_coli,glycerol-plate_14,H7,8.0,Escherichia_coli_0
199,BBF10K_000889,Bacillus_subtilis,glycerol-plate_14,A3,7.0,Bacillus_subtilis_0
200,BBF10K_001082,Escherichia_coli,glycerol-plate_14,C7,9.0,Escherichia_coli_0
201,BBF10K_001175,Escherichia_coli,glycerol-plate_14,D8,10.0,Escherichia_coli_0
202,BBF10K_000795,Bacillus_subtilis,glycerol-plate_14,B2,8.0,Bacillus_subtilis_0
203,BBF10K_000915,Bacillus_subtilis,glycerol-plate_14,D3,9.0,Bacillus_subtilis_0
204,BBF10K_001264,Mesoplasma_florum,glycerol-plate_14,H9,43.0,Mesoplasma_florum_0
205,BBF10K_000770,Bacillus_subtilis,glycerol-plate_14,H1,10.0,Bacillus_subtilis_0
206,BBF10K_000840,Bacillus_subtilis,glycerol-plate_14,E2,11.0,Bacillus_subtilis_0
207,BBF10K_000964,Bacillus_subtilis,glycerol-plate_14,A5,12.0,Bacillus_subtilis_0
208,BBF10K_000936,Bacillus_subtilis,glycerol-plate_14,B4,13.0,Bacillus_subtilis_0
209,BBF10K_001222,Escherichia_coli,glycerol-plate_14,C9,11.0,Escherichia_coli_0
210,BBF10K_000927,Bacillus_subtilis,glycerol-plate_14,H3,14.0,Bacillus_subtilis_0
211,BBF10K_001150,Escherichia_coli,glycerol-plate_14,A8,12.0,Escherichia_coli_0
212,BBF10K_001504,Mesoplasma_florum,glycerol-plate_14,B10,44.0,Mesoplasma_florum_0
213,BBF10K_001232,Escherichia_coli,glycerol-plate_14,C1,13.0,Escherichia_coli_0
214,BBF10K_001246,Mesoplasma_florum,glycerol-plate_14,E9,45.0,Mesoplasma_florum_0
215,BBF10K_000844,Bacillus_subtilis,glycerol-plate_14,F2,15.0,Bacillus_subtilis_0
216,BBF10K_001042,Escherichia_coli,glycerol-plate_14,G6,14.0,Escherichia_coli_0
217,BBF10K_000766,Bacillus_subtilis,glycerol-plate_14,F1,16.0,Bacillus_subtilis_0
218,BBF10K_001001,Bacillus_subtilis,glycerol-plate_14,H5,17.0,Bacillus_subtilis_0
219,BBF10K_000803,Bacillus_subtilis,glycerol-plate_14,C2,18.0,Bacillus_subtilis_0
220,BBF10K_000969,Bacillus_subtilis,glycerol-plate_14,C5,19.0,Bacillus_subtilis_0
221,BBF10K_000961,Bacillus_subtilis,glycerol-plate_14,H4,20.0,Bacillus_subtilis_0
222,BBF10K_000956,Bacillus_subtilis,glycerol-plate_14,F4,21.0,Bacillus_subtilis_0
223,BBF10K_001820,Mesoplasma_florum,glycerol-plate_14,D1,46.0,Mesoplasma_florum_0
224,BBF10K_000998,Bacillus_subtilis,glycerol-plate_14,G5,22.0,Bacillus_subtilis_0
225,BBF10K_000881,Bacillus_subtilis,glycerol-plate_14,H2,23.0,Bacillus_subtilis_0
226,BBF10K_000977,Bacillus_subtilis,glycerol-plate_14,E5,24.0,Bacillus_subtilis_0
